Orthogroup	1_Dpini_HiFi_PB_ONT_primary_purged_correct_scaffIII_tsebra	2_GCF_021155765.1_iyDipSimi1.1_protein	3_GCF_021155785.1_iyNeoFabr1.1_protein	4_GCF_021901455.1_iyNeoLeco1.1_protein	5_GCF_021155775.1_iyNeoPine1.1_protein	6_GCF_021901495.1_iyNeoVirg1.1_protein	7_GCF_917208135.1_iyAthRosa1.1_protein	8_GCF_000612105.2_Oabi_2.0_protein	9_GCF_000143395.1_Attacep1.0_protein	GCF_001465965.1_Pdom_r1.2_protein	GCF_003254395.2_Amel_HAv3.1_protein	Total
OG0000446	1	6	7	7	7	7	5	4	1	5	8	58
OG0000447	1	5	4	4	4	4	9	5	1	6	15	58
OG0000448	1	5	8	9	9	8	8	1	1	6	2	58
OG0000449	2	7	6	6	6	7	7	2	1	8	6	58
OG0000450	5	5	10	10	10	11	3	1	1	1	1	58
OG0000451	2	9	6	8	7	7	7	2	1	3	6	58
OG0000452	1	11	6	7	7	6	8	1	1	1	9	58
OG0000453	2	6	7	8	9	7	5	5	1	2	6	58
OG0000454	0	2	13	15	11	15	2	0	0	0	0	58
OG0000455	57	0	0	0	0	0	0	0	0	0	0	57
OG0000456	5	3	6	7	8	7	15	3	3	0	0	57
OG0000457	1	0	2	2	1	1	0	0	27	12	11	57
OG0000458	2	4	5	6	5	5	10	4	2	4	10	57
OG0000459	2	6	7	8	8	8	11	1	1	2	3	57
OG0000460	2	4	7	7	7	7	6	6	1	2	8	57
OG0000461	1	7	6	6	6	6	5	10	1	6	3	57
OG0000462	1	2	6	6	6	6	3	7	1	5	14	57
OG0000463	3	6	7	8	7	7	5	4	1	6	3	57
OG0000464	2	5	8	8	8	8	8	1	1	5	3	57
OG0000465	1	3	6	6	6	6	7	4	1	4	13	57
OG0000466	1	7	9	9	9	9	2	3	1	3	4	57
OG0000467	2	0	7	7	7	7	6	3	1	5	12	57
OG0000468	3	6	2	8	8	6	15	2	2	1	4	57
OG0000469	2	3	11	7	7	11	4	3	1	3	5	57
OG0000470	4	5	7	6	6	7	7	4	3	4	4	57
OG0000471	3	4	8	9	9	9	6	2	1	4	2	57
OG0000472	3	5	6	6	6	6	5	4	1	6	9	57
OG0000473	2	2	6	6	6	5	10	7	1	5	7	57
OG0000474	1	5	8	8	8	8	7	5	1	3	3	57
OG0000475	3	4	8	7	8	7	6	6	1	6	1	57
OG0000476	1	1	10	13	11	12	1	1	4	2	1	57
OG0000477	1	2	8	6	8	8	5	4	1	6	8	57
OG0000478	2	3	6	5	6	6	4	8	1	7	9	57
OG0000479	1	0	2	28	13	5	2	0	0	6	0	57
OG0000480	1	4	5	5	5	5	6	7	1	6	12	57
OG0000481	0	7	7	7	7	7	7	2	3	5	5	57
OG0000482	1	2	11	11	11	11	2	2	1	3	1	56
OG0000483	2	7	7	7	7	7	8	5	1	1	4	56
OG0000484	3	5	7	5	7	7	4	4	1	5	8	56
OG0000485	1	4	11	9	11	9	2	3	2	2	2	56
OG0000486	1	7	6	6	6	6	4	4	1	6	9	56
OG0000487	2	1	10	11	11	8	5	2	1	2	3	56
OG0000488	3	1	7	5	1	7	5	3	2	9	13	56
OG0000489	1	6	6	6	6	6	4	4	1	9	7	56
OG0000490	3	6	6	6	6	6	5	4	2	7	5	56
OG0000491	4	4	5	4	4	4	8	6	1	7	9	56
OG0000492	2	4	6	6	6	6	7	4	1	8	6	56
OG0000493	4	9	1	7	7	7	5	5	1	0	10	56
OG0000494	2	6	7	7	9	7	9	2	1	5	1	56
OG0000495	4	5	6	6	6	6	3	4	1	3	12	56
OG0000496	1	2	14	11	13	9	2	1	1	1	1	56
OG0000497	2	6	6	8	7	6	7	6	1	4	2	55
OG0000498	2	4	6	6	6	6	10	4	1	5	5	55
OG0000499	2	4	6	6	6	6	5	7	1	8	4	55
OG0000500	1	6	7	6	7	7	7	4	1	4	5	55
OG0000501	1	6	6	6	6	6	6	5	1	6	6	55
OG0000502	2	3	3	5	5	3	6	12	1	5	10	55
OG0000503	2	4	7	10	8	9	1	8	1	3	2	55
OG0000504	1	1	12	13	11	12	1	1	1	1	1	55
OG0000505	1	5	6	8	8	8	4	7	1	5	2	55
OG0000506	1	1	9	7	7	8	4	7	1	4	6	55
OG0000507	3	3	9	9	9	9	2	4	1	4	2	55
OG0000508	2	7	6	7	7	6	6	1	1	6	6	55
OG0000509	1	5	8	8	8	8	11	3	1	1	1	55
OG0000510	2	2	6	7	8	7	7	1	1	4	10	55
OG0000511	1	5	9	10	9	9	0	6	1	1	4	55
OG0000512	1	5	6	6	8	6	5	4	1	5	8	55
OG0000513	1	7	9	9	9	9	3	2	1	1	4	55
OG0000514	2	6	9	9	9	9	2	4	1	1	3	55
OG0000515	2	4	6	6	7	5	12	4	1	4	4	55
OG0000516	5	5	5	10	16	10	1	0	0	3	0	55
OG0000517	1	4	9	9	8	9	1	4	1	4	5	55
OG0000518	1	4	4	5	5	5	6	5	1	9	10	55
OG0000519	2	5	7	9	8	8	4	2	1	0	9	55
OG0000520	1	0	10	22	10	12	0	0	0	0	0	55
OG0000521	2	2	6	5	6	5	8	6	1	4	10	55
OG0000522	1	3	9	12	12	10	1	3	1	2	1	55
OG0000523	1	0	7	10	9	4	12	2	1	7	2	55
OG0000524	2	10	3	3	10	2	6	6	1	6	5	54
OG0000525	1	1	10	9	9	9	5	1	1	3	5	54
OG0000526	22	16	1	2	4	2	0	1	6	0	0	54
OG0000527	12	7	9	7	8	9	1	1	0	0	0	54
OG0000528	7	0	12	13	11	10	0	0	0	1	0	54
OG0000529	4	5	5	5	5	5	5	7	1	6	6	54
OG0000530	1	6	8	8	8	8	0	3	1	0	11	54
OG0000531	3	3	3	3	3	3	8	5	14	4	5	54
OG0000532	1	2	12	12	12	11	1	2	1	0	0	54
OG0000533	2	6	6	6	6	7	7	4	1	4	5	54
OG0000534	1	5	5	5	5	5	8	10	1	1	8	54
OG0000535	3	3	5	5	5	5	6	3	1	8	10	54
OG0000536	3	5	6	6	6	6	3	3	1	5	10	54
OG0000537	1	5	8	7	8	7	4	5	1	0	8	54
OG0000538	1	1	2	1	2	2	13	5	1	14	12	54
OG0000539	2	6	8	8	8	8	5	2	1	3	3	54
OG0000540	4	6	8	10	6	8	3	3	1	2	3	54
OG0000541	2	3	8	11	8	14	1	1	1	4	1	54
OG0000542	4	3	7	7	7	8	2	6	1	5	4	54
OG0000543	3	3	4	6	6	4	4	11	1	7	4	53
OG0000544	51	0	0	1	0	0	0	0	1	0	0	53
OG0000545	3	6	7	7	7	8	6	3	2	2	2	53
OG0000546	6	14	7	7	9	6	3	0	0	1	0	53
OG0000547	3	6	7	6	6	7	8	3	1	1	5	53
OG0000548	1	11	4	4	4	11	10	1	1	1	5	53
OG0000549	2	5	5	5	5	6	6	5	1	4	9	53
OG0000550	2	4	7	7	8	6	2	7	1	3	6	53
OG0000551	2	3	8	8	8	8	4	6	1	3	2	53
OG0000552	2	7	8	8	8	8	2	1	1	2	6	53
OG0000553	2	5	5	2	5	5	8	8	1	4	8	53
OG0000554	5	4	8	8	8	8	4	2	1	0	5	53
OG0000555	2	4	8	10	9	9	4	4	1	1	1	53
OG0000556	1	2	4	4	4	4	6	8	1	8	11	53
OG0000557	2	5	6	6	6	6	5	4	1	5	7	53
OG0000558	5	10	5	5	5	5	8	3	1	2	4	53
OG0000559	1	5	5	5	5	5	6	3	3	3	12	53
OG0000560	4	6	8	8	8	8	3	1	1	2	4	53
OG0000561	1	5	8	9	8	9	4	1	1	4	3	53
OG0000562	2	4	4	7	7	7	5	6	2	5	4	53
OG0000563	2	7	6	6	6	7	5	3	1	4	6	53
OG0000564	3	4	5	5	5	5	5	3	1	7	10	53
OG0000565	3	5	7	8	8	8	3	3	1	4	3	53
OG0000566	1	5	6	7	7	7	6	1	1	9	3	53
OG0000567	1	6	7	7	6	7	8	2	1	4	4	53
OG0000568	1	4	4	4	4	5	4	10	1	6	10	53
OG0000569	0	5	7	3	6	7	9	1	1	4	10	53
OG0000570	3	4	7	7	7	8	3	7	1	1	4	52
OG0000571	1	5	8	8	8	8	7	1	1	3	2	52
OG0000572	3	4	6	6	6	6	8	4	1	5	3	52
OG0000573	1	4	7	6	6	6	7	5	1	3	6	52
OG0000574	3	6	7	6	6	7	6	1	1	1	8	52
OG0000575	1	2	8	8	9	8	8	3	1	3	1	52
OG0000576	2	3	7	8	8	8	8	1	1	3	3	52
OG0000577	1	3	15	12	10	11	0	0	0	0	0	52
OG0000578	5	5	12	10	10	10	0	0	0	0	0	52
OG0000579	1	4	9	9	9	9	3	1	1	3	3	52
OG0000580	3	6	7	7	8	8	5	2	1	1	4	52
OG0000581	1	8	4	4	4	4	4	7	1	3	12	52
OG0000582	5	5	5	5	5	5	6	4	3	5	4	52
OG0000583	7	5	6	6	6	6	3	2	1	7	3	52
OG0000584	1	1	5	5	5	5	7	1	1	7	14	52
OG0000585	2	5	5	5	5	5	3	6	1	4	11	52
OG0000586	1	6	6	7	7	7	5	2	1	1	9	52
OG0000587	4	7	7	7	7	7	3	3	1	4	2	52
OG0000588	1	5	1	1	8	1	12	5	1	10	7	52
OG0000589	1	2	7	7	7	7	7	3	1	3	7	52
OG0000590	5	3	2	3	3	2	11	5	1	17	0	52
OG0000591	1	5	6	8	8	6	4	3	1	8	2	52
OG0000592	1	6	7	7	7	7	5	5	1	3	3	52
OG0000593	2	8	8	6	5	5	8	1	1	1	7	52
OG0000594	2	2	3	4	4	5	9	4	1	4	14	52
OG0000595	1	1	9	10	10	11	4	1	1	2	2	52
OG0000596	1	2	6	7	6	6	8	6	1	5	4	52
OG0000597	2	0	9	8	2	4	8	7	1	1	10	52
OG0000598	2	0	9	9	9	8	5	2	1	4	3	52
OG0000599	2	7	10	6	10	10	1	1	1	2	1	51
OG0000600	12	0	2	20	8	8	1	0	0	0	0	51
OG0000601	3	3	7	6	7	7	6	4	1	4	3	51
OG0000602	3	8	6	6	6	6	8	3	1	2	2	51
OG0000603	2	4	7	7	7	7	6	5	1	2	3	51
OG0000604	2	2	8	9	9	8	2	3	1	1	6	51
OG0000605	1	4	9	9	9	9	3	0	1	2	4	51
OG0000606	1	4	6	6	6	6	5	10	1	3	3	51
OG0000607	1	7	7	7	8	7	6	3	1	3	1	51
OG0000608	1	5	7	7	7	7	4	2	1	3	7	51
OG0000609	3	1	1	8	8	8	13	1	1	1	6	51
OG0000610	1	1	7	9	9	8	5	2	1	2	6	51
OG0000611	1	5	6	4	4	4	5	7	1	8	6	51
OG0000612	2	5	8	8	7	6	2	2	1	6	4	51
OG0000613	1	6	8	8	9	8	4	1	1	1	4	51
OG0000614	2	2	6	6	6	6	7	2	1	8	5	51
OG0000615	6	5	6	4	6	5	9	4	2	3	1	51
OG0000616	1	6	6	2	2	5	12	4	1	6	6	51
OG0000617	2	4	7	9	9	7	1	3	1	4	4	51
OG0000618	1	5	6	6	6	6	9	4	1	3	4	51
OG0000619	5	5	1	9	9	1	9	0	1	0	11	51
OG0000620	2	5	7	7	7	7	4	4	1	3	4	51
OG0000621	5	5	8	8	6	8	3	2	4	2	0	51
OG0000622	1	4	6	8	8	8	6	4	2	1	3	51
OG0000623	2	6	7	7	8	6	3	2	1	5	4	51
OG0000624	3	4	4	5	5	5	3	11	1	8	2	51
OG0000625	2	3	7	7	8	8	7	2	1	4	2	51
OG0000626	1	2	7	7	7	8	7	6	1	1	4	51
OG0000627	1	4	8	8	8	8	2	8	1	2	1	51
OG0000628	1	0	6	6	6	6	3	6	1	7	9	51
OG0000629	0	0	8	20	16	7	0	0	0	0	0	51
OG0000630	2	3	6	6	6	6	8	3	2	5	3	50
OG0000631	2	3	6	8	8	7	3	5	1	3	4	50
OG0000632	1	6	7	6	7	7	8	2	1	4	1	50
OG0000633	5	4	5	5	8	4	2	5	4	2	6	50
OG0000634	2	4	7	7	7	7	2	2	2	6	4	50
OG0000635	1	5	6	6	6	6	5	5	1	5	4	50
OG0000636	1	6	6	5	6	7	5	3	1	6	4	50
OG0000637	2	5	5	5	5	5	8	2	1	9	3	50
OG0000638	4	5	5	5	5	5	5	2	4	5	5	50
OG0000639	1	5	10	10	10	10	3	1	0	0	0	50
OG0000640	2	6	8	8	8	6	3	4	1	1	3	50
OG0000641	4	1	7	8	8	1	6	4	1	3	7	50
OG0000642	1	1	7	9	10	7	4	4	1	2	4	50
OG0000643	1	6	8	8	8	7	3	1	1	2	5	50
OG0000644	1	6	6	6	6	6	1	3	1	4	10	50
OG0000645	3	1	11	9	9	10	4	0	0	0	3	50
OG0000646	2	5	7	6	6	7	1	4	1	6	5	50
OG0000647	3	7	6	6	6	6	5	2	1	5	3	50
OG0000648	1	4	9	9	9	9	1	1	1	1	5	50
OG0000649	2	5	7	8	8	7	2	3	1	2	5	50
OG0000650	1	3	9	9	9	9	3	1	1	1	4	50
OG0000651	2	6	6	6	6	1	7	7	1	1	7	50
OG0000652	1	1	8	9	9	10	3	4	1	2	2	50
OG0000653	1	4	4	4	4	4	7	4	1	3	14	50
OG0000654	1	2	7	9	7	7	3	2	1	6	5	50
OG0000655	1	4	5	5	5	5	3	5	1	7	9	50
OG0000656	0	7	8	7	7	8	3	3	1	4	2	50
OG0000657	1	2	9	10	10	11	3	1	1	0	1	49
OG0000658	2	3	5	5	5	5	5	8	1	5	5	49
OG0000659	3	9	2	2	2	2	9	1	1	2	16	49
OG0000660	2	4	5	5	5	5	8	4	1	6	4	49
OG0000661	1	2	8	7	5	9	11	1	1	1	3	49
OG0000662	2	6	6	6	6	6	4	1	1	3	8	49
OG0000663	7	3	6	9	12	9	0	1	0	2	0	49
OG0000664	3	3	3	3	3	3	8	4	1	6	12	49
OG0000665	1	1	8	8	8	8	5	1	1	5	3	49
OG0000666	2	4	4	5	5	4	3	5	1	9	7	49
OG0000667	2	6	6	7	7	7	6	1	1	4	2	49
OG0000668	2	13	1	1	1	1	9	6	1	6	8	49
OG0000669	1	4	5	5	5	5	1	10	1	7	5	49
OG0000670	1	3	7	7	7	7	6	1	1	4	5	49
OG0000671	2	7	6	6	6	6	4	4	1	6	1	49
OG0000672	3	4	6	6	6	6	3	3	1	5	6	49
OG0000673	3	5	5	4	6	6	5	6	2	3	4	49
OG0000674	3	6	5	6	6	5	8	3	1	4	2	49
OG0000675	1	1	1	14	14	14	1	0	0	1	2	49
OG0000676	1	7	4	3	1	9	8	3	1	7	5	49
OG0000677	1	1	8	8	8	8	3	3	1	2	6	49
OG0000678	1	2	7	7	6	7	2	5	1	5	6	49
OG0000679	1	2	8	8	10	5	2	1	1	9	2	49
OG0000680	1	1	8	8	8	8	2	7	1	1	4	49
OG0000681	1	1	1	6	23	14	1	0	1	0	1	49
OG0000682	1	2	7	5	7	6	8	1	1	2	9	49
OG0000683	3	5	6	5	5	5	6	6	1	4	3	49
OG0000684	1	3	8	7	8	7	4	8	1	1	1	49
OG0000685	4	6	5	5	4	5	6	7	1	4	2	49
OG0000686	1	3	6	6	6	6	6	6	1	3	5	49
OG0000687	1	6	5	4	5	5	1	14	1	5	2	49
OG0000688	1	6	7	7	8	7	3	5	1	3	1	49
OG0000689	2	5	7	8	8	6	7	1	1	0	4	49
OG0000690	3	7	5	6	5	6	7	3	1	2	4	49
OG0000691	2	6	6	6	6	5	4	4	1	5	4	49
OG0000692	2	6	6	6	6	6	5	5	1	4	2	49
OG0000693	1	7	1	1	8	6	7	4	1	5	8	49
OG0000694	4	5	6	8	7	6	5	3	1	2	2	49
OG0000695	2	8	1	1	1	10	10	5	1	8	2	49
OG0000696	1	1	5	5	5	5	17	1	1	1	7	49
OG0000697	2	3	9	8	8	8	5	1	1	3	1	49
OG0000698	0	4	5	6	6	5	4	4	4	6	5	49
OG0000699	0	0	0	0	0	0	3	1	31	7	7	49
OG0000700	0	0	0	0	0	0	0	0	49	0	0	49
OG0000701	4	5	6	7	7	6	5	2	1	3	2	48
OG0000702	2	4	4	4	4	4	4	7	1	6	8	48
OG0000703	2	7	7	7	7	7	3	2	1	2	3	48
OG0000704	2	5	6	6	6	6	2	1	1	6	7	48
OG0000705	1	5	8	8	8	8	1	2	1	1	5	48
OG0000706	1	6	6	6	5	1	12	1	1	1	8	48
OG0000707	2	2	3	10	9	3	5	8	2	2	2	48
OG0000708	2	5	7	7	7	7	5	1	1	1	5	48
OG0000709	1	6	6	6	7	6	5	3	1	2	5	48
OG0000710	3	4	7	7	7	7	4	1	1	2	5	48
OG0000711	1	1	10	6	5	8	4	4	1	3	5	48
OG0000712	3	5	5	6	5	5	4	7	1	7	0	48
OG0000713	2	6	7	5	5	7	7	3	1	4	1	48
OG0000714	1	5	5	5	5	5	5	3	2	4	8	48
OG0000715	1	4	6	5	5	6	4	1	1	1	14	48
OG0000716	4	6	5	5	5	4	5	3	1	5	5	48
OG0000717	1	3	7	7	7	7	6	3	1	2	4	48
OG0000718	1	5	6	7	7	6	4	3	0	6	3	48
OG0000719	1	3	4	5	5	4	8	2	1	7	8	48
OG0000720	1	4	6	7	7	6	6	1	1	8	1	48
OG0000721	3	6	7	7	7	6	6	1	1	1	3	48
OG0000722	1	1	5	19	8	5	2	1	1	1	4	48
OG0000723	2	6	7	7	7	7	5	3	1	2	1	48
OG0000724	2	6	7	7	8	7	3	1	1	6	0	48
OG0000725	1	2	8	8	7	7	5	0	1	1	8	48
OG0000726	1	5	6	8	8	6	5	3	1	3	2	48
OG0000727	1	5	6	7	7	3	7	7	1	3	1	48
OG0000728	3	6	6	6	6	6	4	2	1	3	5	48
OG0000729	2	5	6	6	6	6	5	1	1	6	4	48
OG0000730	4	0	11	8	11	9	2	0	1	1	1	48
OG0000731	0	7	7	8	8	8	4	2	1	2	1	48
OG0000732	0	2	8	8	8	8	5	3	1	3	2	48
OG0000733	2	2	5	4	2	4	1	3	2	4	18	47
OG0000734	31	0	0	3	2	2	7	1	1	0	0	47
OG0000735	3	2	4	9	14	8	3	3	1	0	0	47
OG0000736	3	5	5	5	5	5	6	4	1	5	3	47
OG0000737	2	4	4	4	4	4	4	3	1	11	6	47
OG0000738	1	5	6	6	6	6	4	3	1	3	6	47
OG0000739	1	1	7	10	10	8	1	1	2	4	2	47
OG0000740	1	6	6	6	6	6	2	4	1	6	3	47
OG0000741	1	3	7	7	6	7	6	3	1	2	4	47
OG0000742	6	5	4	6	6	6	3	3	2	1	5	47
OG0000743	1	1	7	7	6	7	4	5	1	6	2	47
OG0000744	1	4	4	4	4	4	6	6	1	8	5	47
OG0000745	2	3	6	6	6	6	5	2	1	5	5	47
OG0000746	1	4	5	5	5	5	6	5	1	6	4	47
OG0000747	1	6	7	7	8	8	7	3	0	0	0	47
OG0000748	1	2	7	11	9	7	5	2	1	1	1	47
OG0000749	1	4	7	8	10	8	4	2	1	1	1	47
OG0000750	2	4	8	8	9	8	4	1	1	1	1	47
OG0000751	6	0	8	9	9	9	3	1	1	0	1	47
OG0000752	4	1	6	6	7	7	2	6	1	4	3	47
OG0000753	1	4	7	7	7	7	4	2	1	4	3	47
OG0000754	2	4	6	6	6	6	3	2	1	4	7	47
OG0000755	1	4	6	6	6	6	4	3	1	3	7	47
OG0000756	1	4	6	7	7	4	4	2	1	6	5	47
OG0000757	1	5	6	6	6	6	3	5	1	4	4	47
OG0000758	1	7	7	6	6	7	7	1	0	4	1	47
OG0000759	1	1	7	7	7	7	5	5	1	4	2	47
OG0000760	1	0	8	7	8	8	3	6	1	3	2	47
OG0000761	2	3	7	6	7	7	4	0	1	5	4	46
OG0000762	2	5	6	6	6	6	4	4	1	2	4	46
OG0000763	4	1	8	9	10	5	3	2	0	2	2	46
OG0000764	2	1	7	7	7	8	2	6	1	0	5	46
OG0000765	1	2	7	7	3	7	14	2	1	1	1	46
OG0000766	3	2	6	5	5	5	5	7	1	4	3	46
OG0000767	2	3	7	8	8	7	4	1	1	3	2	46
OG0000768	3	4	5	5	5	5	5	3	2	5	4	46
OG0000769	1	6	8	8	8	8	5	0	1	0	1	46
OG0000770	1	7	5	5	5	5	4	4	1	4	5	46
OG0000771	5	6	12	5	5	7	6	0	0	0	0	46
OG0000772	1	4	4	4	4	4	4	5	1	10	5	46
OG0000773	2	3	6	6	6	6	4	5	1	4	3	46
OG0000774	2	1	7	7	8	6	6	2	1	5	1	46
OG0000775	6	4	4	4	4	4	5	1	8	3	3	46
OG0000776	1	3	9	9	9	9	4	0	0	2	0	46
OG0000777	2	1	5	9	10	8	2	5	1	1	2	46
OG0000778	2	2	5	5	5	5	6	5	1	4	6	46
OG0000779	7	4	5	6	6	8	0	0	3	6	1	46
OG0000780	2	4	6	6	6	5	2	7	1	2	5	46
OG0000781	1	4	9	7	6	9	3	1	2	1	3	46
OG0000782	3	3	3	3	3	3	5	9	1	9	4	46
OG0000783	1	3	8	7	9	9	3	1	1	1	3	46
OG0000784	1	4	9	7	10	9	1	1	1	2	1	46
OG0000785	1	4	4	4	4	4	5	2	1	11	6	46
OG0000786	2	3	5	5	5	5	3	3	2	5	8	46
OG0000787	3	5	5	5	5	5	4	2	1	4	7	46
OG0000788	4	1	12	8	8	13	0	0	0	0	0	46
OG0000789	2	4	5	5	5	5	4	4	1	5	6	46
OG0000790	1	6	7	8	8	7	2	4	1	1	1	46
OG0000791	1	3	5	5	5	5	5	5	1	4	7	46
OG0000792	2	5	5	6	5	6	6	4	1	3	3	46
OG0000793	1	1	8	8	9	8	2	1	1	4	3	46
OG0000794	1	4	8	8	8	8	4	1	1	1	2	46
OG0000795	3	4	5	5	5	5	2	4	1	4	8	46
OG0000796	2	3	8	7	7	8	5	1	1	3	1	46
OG0000797	1	6	7	6	6	6	5	2	1	4	2	46
OG0000798	1	6	6	6	6	6	9	1	1	3	1	46
OG0000799	3	4	5	5	5	5	6	4	1	5	3	46
OG0000800	3	4	4	5	4	4	10	1	1	9	1	46
OG0000801	1	0	7	7	6	7	6	4	3	1	4	46
OG0000802	1	0	6	6	6	6	3	9	1	6	2	46
OG0000803	2	0	4	5	5	5	13	6	1	2	3	46
OG0000804	0	5	5	4	5	5	3	3	1	9	6	46
OG0000805	2	4	4	4	4	4	4	7	1	9	2	45
OG0000806	2	1	6	5	5	3	7	2	1	2	11	45
OG0000807	1	4	7	7	7	7	4	1	1	2	4	45
OG0000808	1	6	6	6	6	6	3	3	2	3	3	45
OG0000809	2	2	7	8	8	7	2	2	1	2	4	45
OG0000810	2	2	4	6	6	3	3	6	1	7	5	45
OG0000811	1	4	5	5	5	5	4	4	1	5	6	45
OG0000812	1	5	8	8	8	8	1	2	1	1	2	45
OG0000813	1	4	5	5	5	4	5	3	1	6	6	45
OG0000814	1	5	9	3	3	7	3	3	1	1	9	45
OG0000815	1	6	5	6	5	5	5	2	1	4	5	45
OG0000816	2	4	4	4	4	4	4	9	1	6	3	45
OG0000817	1	1	8	8	8	8	1	5	1	1	3	45
OG0000818	5	5	4	6	8	5	8	1	1	1	1	45
OG0000819	2	4	8	8	8	8	1	1	1	2	2	45
OG0000820	2	4	1	1	1	1	18	4	1	1	11	45
OG0000821	1	3	8	6	8	8	6	1	1	2	1	45
OG0000822	1	4	5	10	5	5	2	9	1	1	2	45
OG0000823	3	5	5	5	5	5	3	3	2	7	2	45
OG0000824	3	4	6	8	8	6	2	4	1	1	2	45
OG0000825	3	3	3	4	4	4	8	8	1	2	5	45
OG0000826	1	5	6	5	5	6	5	2	0	9	1	45
OG0000827	1	6	6	7	7	6	2	5	1	1	3	45
OG0000828	6	3	5	5	5	5	3	4	1	4	4	45
OG0000829	2	3	5	5	5	5	5	4	1	5	5	45
OG0000830	2	5	5	8	6	5	4	3	1	3	3	45
OG0000831	2	0	5	5	6	7	2	7	1	6	4	45
OG0000832	6	6	7	6	8	6	1	1	1	1	2	45
OG0000833	1	5	5	5	5	5	4	3	1	5	6	45
OG0000834	1	5	7	7	7	7	8	3	0	0	0	45
OG0000835	1	3	6	6	6	5	1	7	1	5	4	45
OG0000836	1	6	7	7	7	6	6	2	1	1	1	45
OG0000837	1	3	3	3	4	3	9	6	1	5	7	45
OG0000838	1	5	6	6	6	6	3	2	1	6	3	45
OG0000839	1	4	6	6	6	6	8	2	1	3	2	45
OG0000840	2	4	5	5	5	4	5	3	1	4	7	45
OG0000841	1	4	8	8	7	7	6	3	1	0	0	45
OG0000842	3	5	5	5	5	5	3	2	1	5	6	45
OG0000843	1	3	7	6	5	7	2	4	1	3	6	45
OG0000844	1	3	5	6	6	6	6	4	1	3	4	45
OG0000845	1	4	5	1	7	5	6	1	1	8	6	45
OG0000846	1	2	9	15	7	3	1	0	0	7	0	45
OG0000847	2	3	9	9	9	7	2	1	1	1	1	45
OG0000848	1	4	6	7	6	6	4	5	0	6	0	45
OG0000849	0	7	7	7	7	7	1	1	1	1	6	45
OG0000850	0	6	6	6	6	5	5	3	1	3	4	45
OG0000851	0	5	4	4	4	4	5	8	1	9	1	45
OG0000852	2	9	2	7	2	2	5	1	1	6	7	44
OG0000853	2	5	1	5	5	5	5	6	1	7	2	44
OG0000854	2	1	6	6	6	6	3	4	1	4	5	44
OG0000855	1	5	6	6	6	6	1	1	1	6	5	44
OG0000856	1	4	5	6	5	6	7	1	1	5	3	44
OG0000857	2	3	7	6	7	7	3	3	6	0	0	44
OG0000858	18	3	3	3	6	9	2	0	0	0	0	44
OG0000859	23	1	3	2	13	1	0	0	0	1	0	44
OG0000860	1	4	5	6	5	6	4	3	1	4	5	44
OG0000861	1	5	7	7	7	7	1	4	1	3	1	44
OG0000862	1	5	4	6	6	5	8	3	1	2	3	44
OG0000863	2	3	8	9	8	8	4	1	0	0	1	44
OG0000864	2	3	4	9	8	6	9	1	0	2	0	44
OG0000865	2	3	7	7	0	7	4	5	2	6	1	44
OG0000866	1	4	7	7	7	7	4	1	1	1	4	44
OG0000867	2	7	7	7	7	7	4	3	0	0	0	44
OG0000868	2	5	4	4	4	6	2	2	1	4	10	44
OG0000869	1	1	4	4	4	4	5	5	1	4	11	44
OG0000870	2	5	4	4	4	4	5	5	1	4	6	44
OG0000871	3	2	6	6	6	8	1	2	1	3	6	44
OG0000872	2	5	5	5	5	4	4	2	1	6	5	44
OG0000873	1	3	5	10	10	5	2	5	1	2	0	44
OG0000874	2	5	6	6	6	6	4	1	1	6	1	44
OG0000875	1	1	6	6	6	6	1	1	1	14	1	44
OG0000876	1	5	6	6	6	5	3	3	1	5	3	44
OG0000877	1	1	7	9	9	7	3	1	1	2	3	44
OG0000878	2	1	3	3	3	3	7	4	3	8	7	44
OG0000879	1	4	6	6	7	5	5	2	1	4	3	44
OG0000880	6	4	7	7	6	7	1	2	2	1	1	44
OG0000881	1	5	5	5	5	5	5	8	1	2	2	44
OG0000882	1	5	5	6	6	5	1	2	2	5	6	44
OG0000883	1	3	4	4	4	4	7	4	1	5	7	44
OG0000884	2	0	6	6	6	6	5	6	1	2	4	44
OG0000885	4	5	5	6	5	6	4	2	1	3	3	44
OG0000886	1	6	6	6	6	6	1	0	1	6	5	44
OG0000887	1	4	7	7	6	7	3	1	0	2	6	44
OG0000888	4	5	10	7	8	9	1	0	0	0	0	44
OG0000889	1	5	6	8	6	8	4	0	1	2	3	44
OG0000890	1	2	4	9	9	12	3	0	1	1	2	44
OG0000891	2	4	5	5	5	5	4	4	1	5	4	44
OG0000892	1	5	5	5	5	5	4	4	1	4	5	44
OG0000893	1	4	9	9	9	9	3	0	0	0	0	44
OG0000894	2	4	5	5	5	5	5	1	1	6	5	44
OG0000895	2	4	3	3	3	3	3	6	1	4	12	44
OG0000896	1	3	7	6	7	7	3	3	1	2	4	44
OG0000897	1	5	6	6	5	6	4	2	1	5	3	44
OG0000898	5	4	4	1	1	1	3	3	1	7	14	44
OG0000899	1	4	5	6	6	6	8	4	1	1	2	44
OG0000900	1	2	8	8	8	8	2	1	1	3	2	44
OG0000901	1	2	7	8	9	7	6	1	1	1	1	44
